id,year
695,2010
696,2014
697,2014
698,2012
699,2012
700,2012
701,2013
702,2014
703,2014
704,2014
705,2014
706,2014
707,2014
708,2014
709,2012
710,2013
711,2013
712,2013
713,2013
714,2012
715,2010
716,2013
717,2014
718,2015
719,2015
720,2015
721,2015
722,2015
723,2015
724,2015
725,2012
726,2015
727,2014
728,2015
729,2015
730,2013
731,2014
732,2014
733,2014
734,2014
735,2015
736,2013
737,2015
738,2013
739,2009
740,2014
741,2014
742,2014
743,2013
744,2011
745,2015
746,2015
747,2007
748,2008
749,2009
750,2008
751,2010
752,2009
753,2008
754,2010
755,2009
756,2008
757,2009
758,2008
759,2006
760,2008
761,2009
762,2010
763,2010
764,2007
765,2008
766,2008
767,2008
768,2008
769,2007
770,-1
771,2007
772,-1
773,2005
774,2010
775,2010
776,2005
777,2008
778,2010
779,2002
780,2003
781,2001
782,2008
783,2009
784,2008
785,2012
786,2012
787,2013
788,2015
789,2015
790,2014
791,2013
792,2012
793,2012
794,2015
795,2014
796,2014
797,2014
798,2014
799,2012
800,2014
801,-1
802,2014
803,2013
804,2014
805,2012
806,2014
807,2013
808,2015
809,2011
810,2013
811,2015
812,2013
813,2013
814,2012
815,2013
816,2013
817,2012
818,2013
819,2013
820,2013
821,-1
822,2012
823,2010
824,2010
825,2009
826,2012
827,2012
828,2013
829,2013
830,2013
831,2013
832,2013
833,2012
834,2012
835,2013
836,-1
837,-1
838,2011
839,2013
840,2013
841,2013
842,2013
843,2011
844,2015
845,2015
846,2014
847,2012
848,2014
849,2014
850,2014
851,2014
852,2014
853,2014
854,2014
855,2013
856,2015
857,2013
858,2014
859,2012
860,2009
861,2015
862,2015
863,2012
864,2013
865,2015
866,2014
867,2013
868,2014
869,2014
870,2013
871,2013
872,2015
873,2014
874,2009
875,2007
876,2007
877,2008
878,2009
879,2009
880,2008
881,2008
882,2009
883,2008
884,-1
885,2008
886,2007
887,2009
888,2009
889,2009
890,2009
891,2009
892,2008
893,2008
894,2008
895,2006
896,2007
897,2008
898,2005
899,2009
900,2007
901,2010
902,2014
903,2014
904,2013
905,2014
906,2015
907,2013
908,2013
909,2013
910,2011
911,2013
912,2015
913,2014
914,2012
915,2014
916,2015
917,2012
918,2012
919,2015
920,2015
921,2015
922,2015
923,2015
924,2014
925,2013
926,2011
927,-1
928,2013
929,2013
930,2014
931,2012
932,2014
933,2014
934,2014
935,2014
936,2013
937,2015
938,2013
939,2013
940,-1
941,2014
942,2014
943,2013
944,2015
945,2014
946,2013
947,2014
948,2014
949,2014
950,2014
951,2013
952,2015
953,2012
954,2014
955,2012
956,-1
957,2015
958,2015
959,-1
960,2014
961,2014
962,-1
963,2006
964,2006
965,2006
966,2008
967,2008
968,2006
969,2008
970,2006
971,-1
972,2008
973,2006
974,2006
975,2008
976,2008
977,2007
978,2008
979,2008
980,2003
981,2007
982,2005
983,2008
984,2005
985,2007
986,2004
987,2007
988,2007
989,2005
990,2007
991,2005
992,2006
993,2007
994,2006
995,2006
996,2006
997,2006
998,2007
999,2006
1000,2006
1001,2005
1002,2006
1003,2003
1004,2007
1005,2007
1006,2006
1007,2006
1008,2005
1009,2006
1010,2005
1011,2007
1012,1877
1013,2007
1014,2012
1015,2010
1016,2011
1017,2013
1018,2013
1019,2011
1020,2013
1021,2012
1022,2013
1023,2013
1024,2012
1025,2012
1026,2013
1027,2012
1028,2012
1029,2013
1030,2012
1031,2010
1032,2013
1033,2013
1034,2010
1035,2012
1036,2010
1037,2012
1038,2012
1039,2013
1040,2012
1041,2011
1042,2003
1043,2007
1044,2007
1045,2006
1046,2004
1047,2004
1048,-1
1049,-1
1050,2006
1051,2007
1052,2007
1053,2000
1054,2006
1055,2005
1056,2007
1057,2006
1058,2004
1059,2006
1060,2005
1061,2007
1062,2007
1063,2005
1064,2004
1065,2015
1066,2012
1067,2015
1068,2014
1069,2015
1070,2015
1071,2013
1072,2014
1073,2015
1074,2013
1075,2015
1076,2014
1077,2013
1078,2015
1079,2015
1080,2016
1081,2016
1082,2014
1083,2013
1084,2014
1085,2014
1086,2016
1087,2015
1088,2014
1089,2013
1090,2015
1091,2014
1092,2014
1093,2015
1094,2014
1095,2011
1096,2012
1097,2012
1098,2013
1099,2011
1100,2008
1101,2013
1102,2012
1103,2013
1104,2012
1105,2011
1106,2010
1107,2011
1108,2010
1109,2006
1110,2011
1111,2010
1112,2010
1113,2013
1114,2012
1115,2008
1116,2010
1117,2012
1118,2012
1119,2011
1120,2008
1121,-1
1122,2014
1123,2014
1124,2014
1125,2013
1126,2013
1127,2013
1128,2013
1129,2014
1130,2011
1131,2014
1132,2014
1133,2012
1134,2013
1135,2015
1136,2012
1137,2014
1138,2014
1139,2012
1140,2013
1141,2014
1142,2012
1143,2011
1144,2012
1145,2014
1146,2014
1147,2013
1148,2013
1149,2013
1150,2014
1151,-1
1152,2004
1153,2007
1154,2004
1155,2006
1156,2007
1157,2005
1158,2006
1159,2006
1160,2006
1161,-1
1162,-1
1163,-1
1164,-1
1165,2005
1166,2004
1167,-1
1168,2005
1169,2007
1170,2007
1171,2006
1172,2006
1173,2005
1174,2006
1175,2006
1176,-1
1177,2015
1178,2014
1179,-1
1180,2014
1181,2013
1182,2014
1183,2012
1184,2012
1185,2012
1186,2014
1187,2014
1188,2014
1189,2014
1190,2013
1191,2014
1192,2015
1193,2015
1194,2013
1195,2011
1196,2014
1197,2013
1198,2015
1199,2014
1200,2015
1201,2014
1202,2014
1203,2014
1204,2015
1205,2012
1206,2014
1207,2013
1208,2016
1209,-1
1210,2014
1211,2014
1212,2015
1213,2013
1214,2016
1215,2014
1216,2013
1217,2014
1218,2014
1219,2013
1220,2009
1221,2015
1222,2014
1223,2013
1224,2014
1225,2014
1226,2015
1227,2015
1228,2015
1229,2014
1230,2015
1231,2014
1232,2014
1233,2015
1234,2014
1235,2014
1236,2015
1237,2007
1238,2006
1239,2005
1240,2003
1241,2007
1242,2008
1243,2007
1244,2005
1245,2006
1246,2005
1247,2008
1248,2005
1249,2005
1250,2005
1251,2007
1252,2007
1253,2006
1254,2007
1255,2007
1256,2005
1257,2004
1258,2004
1259,2010
1260,2010
1261,2009
1262,2010
1263,2010
1264,2007
1265,2010
1266,2010
1267,2007
1268,2010
1269,2010
1270,2008
1271,2009
1272,2008
1273,2010
1274,2009
1275,2010
1276,2007
1277,2010
1278,2010
1279,2010
1280,2010
1281,2006
1282,2010
1283,2010
1284,2010
1285,2009
1286,2014
1287,2012
1288,2013
1289,2012
1290,2011
1291,2013
1292,2013
1293,2012
1294,2013
1295,2013
1296,2013
1297,2013
1298,2011
1299,2011
1300,2012
1301,2013
1302,2013
1303,2013
1304,2013
1305,-1
1306,2007
1307,2013
1308,2014
1309,2011
1310,2010
1311,2013
1312,2013
1313,2012
1314,2011
1315,2013
1316,2016
1317,2013
1318,2013
1319,2016
1320,2016
1321,2013
1322,2016
1323,2013
1324,2013
1325,2014
1326,2015
1327,2015
1328,2014
1329,2015
1330,2015
1331,2015
1332,2013
1333,2013
1334,2015
1335,2016
1336,2014
1337,2016
1338,2016
1339,2016
1340,2016
1341,2016
1342,2014
1343,2014
1344,2016
1345,2015
1346,2011
1347,2011
1348,2010
1349,2010
1350,2011
1351,2009
1352,2010
1353,2011
1354,2011
1355,2010
1356,2009
1357,2008
1358,2011
1359,2010
1360,2010
1361,2011
1362,2011
1363,2009
1364,2008
1365,2007
1366,2006
1367,2006
1368,2006
1369,2006
1370,2007
1371,2005
1372,2007
1373,2005
1374,2006
1375,2007
1376,2005
1377,2007
1378,2006
1379,2003
1380,2007
1381,2006
1382,2006
1383,2006
1384,2012
1385,2014
1386,2011
1387,2013
1388,2013
1389,2014
1390,2012
1391,2014
1392,2014
1393,2014
1394,2013
1395,2013
1396,2012
1397,2011
1398,2014
1399,2014
1400,2012
1401,2012
1402,2014
1403,2014
1404,2013
1405,2014
1406,2014
1407,2014
1408,2014
1409,2012
1410,2014
1411,2013
1412,-1
1413,2014
1414,2010
1415,2011
1416,2007
1417,2011
1418,2010
1419,2009
1420,2012
1421,2007
1422,2011
1423,2007
1424,2010
1425,2010
1426,2010
1427,2010
1428,2010
1429,2010
1430,2011
1431,2012
1432,2010
1433,2011
1434,2008
1435,2010
1436,2010
1437,2011
1438,2012
1439,2010
1440,2008
1441,2011
1442,2011
1443,2013
1444,2013
1445,2011
1446,2014
1447,2013
1448,2014
1449,2013
1450,2014
1451,2014
1452,2012
1453,2014
1454,2009
1455,2013
1456,2013
1457,2015
1458,2014
1459,2014
1460,2013
1461,2015
1462,2012
1463,2014
1464,2011
1465,2012
1466,2013
1467,2015
1468,2013
1469,2014
1470,2015
1471,2011
1472,2013
1473,2006
1474,2003
1475,2006
1476,2004
1477,2005
1478,2005
1479,2006
1480,2007
1481,2006
1482,2006
1483,2006
1484,2007
1485,2004
1486,2000
1487,2006
1488,2003
1489,2004
1490,2006
1491,2006
1492,2006
1493,2007
1494,2005
1495,2004
1496,2007
1497,2007
1498,2006
1499,2006
1500,2011
1501,2010
1502,2010
1503,2009
1504,2010
1505,2011
1506,2010
1507,2009
1508,2011
1509,2009
1510,2007
1511,2009
1512,2011
1513,2010
1514,2010
1515,2009
1516,2010
1517,2009
1518,2010
1519,2009
1520,2008
1521,2010
1522,2009
1523,2010
1524,2009
1525,2009
1526,2015
1527,2016
1528,2016
1529,2015
1530,2015
1531,2014
1532,2014
1533,2016
1534,2013
1535,2016
1536,2016
1537,2016
1538,2016
1539,2015
1540,2015
1541,2016
1542,2016
1543,2015
1544,2016
1545,2015
1546,2016
1547,2016
1548,2016
1549,2016
1550,2016
1551,2016
1552,2016
1553,2016
1554,2015
1555,2016
1556,2008
1557,2009
1558,2009
1559,2009
1560,2008
1561,2008
1562,2009
1563,2008
1564,2008
1565,2009
1566,2009
1567,2009
1568,2009
1569,2009
1570,2008
1571,2009
1572,2009
1573,2009
1574,2008
1575,2009
1576,2009
1577,2009
1578,2009
1579,2009
1580,2009
1581,2009
1582,2009
1583,2008
1584,2009
1585,2013
1586,2013
1587,2013
1588,2014
1589,2012
1590,2011
1591,-1
1592,2013
1593,2014
1594,2013
1595,2013
1596,2013
1597,2013
1598,2012
1599,2013
1600,2014
1601,2013
1602,2014
1603,2010
1604,2012
1605,2014
1606,2014
1607,2014
1608,2014
1609,2012
1610,2014
1611,2013
1612,2013
1613,2012
1614,2013
1615,2015
1616,2016
1617,2016
1618,2017
1619,2016
1620,2016
1621,2016
1622,2015
1623,2016
1624,2016
1625,2015
1626,2015
1627,-1
1628,2015
1629,2015
1630,2016
1631,2015
1632,2016
1633,2014
1634,2017
1635,2015
1636,2016
1637,2015
1638,2015
1639,2014
1640,2015
1641,2014
1642,2010
1643,2015
1644,2014
1645,2014
1646,2015
1647,2013
1648,2014
1649,2015
1650,2015
1651,2015
1652,2014
1653,2015
1654,2015
1655,2015
1656,2015
1657,2014
1658,2015
1659,2011
1660,2013
1661,2014
1662,2015
1663,2015
1664,2015
1665,2015
1666,2014
1667,2013
1668,2014
1669,2014
1670,2013
1671,2012
1672,2007
1673,2010
1674,2009
1675,2007
1676,2006
1677,2008
1678,2008
1679,2008
1680,2006
1681,2007
1682,2005
1683,2010
1684,2010
1685,2007
1686,2010
1687,2007
1688,2007
1689,2009
1690,2010
1691,2009
1692,2009
1693,2008
1694,2009
1695,2009
1696,2003
1697,2006
1698,2005
1699,2005
1700,2006
1701,2006
1702,2006
1703,2006
1704,2004
1705,2005
1706,2006
1707,2006
1708,2006
1709,2003
1710,2006
1711,2006
1712,2005
1713,2003
1714,2004
1715,2004
1716,2006
1717,2006
1718,2006
1719,2006
1720,2006
1721,2006
1722,2006
1723,2005
1724,2005
1725,2005
1726,2006
1727,2011
1728,2012
1729,2013
1730,2012
1731,2013
1732,2010
1733,2012
1734,2012
1735,2012
1736,2010
1737,2013
1738,2008
1739,2009
1740,2012
1741,2010
1742,2012
1743,2010
1744,2012
1745,2012
1746,2011
1747,2011
1748,2012
1749,2012
1750,2013
1751,2014
1752,2014
1753,2011
1754,2013
1755,-1
1756,2013
1757,2014
1758,2014
1759,2013
1760,2013
1761,2014
1762,2012
1763,2013
1764,-1
1765,2014
1766,2014
1767,2013
1768,2013
1769,2013
1770,2013
1771,2013
1772,2014
1773,2012
1774,2010
1775,2013
1776,2012
1777,2013
1778,2013
1779,2013
1780,2011
1781,2009
1782,2009
1783,2010
1784,2011
1785,2011
1786,2011
1787,2011
1788,2012
1789,2012
1790,2010
1791,2011
1792,2011
1793,2009
1794,2012
1795,2012
1796,2011
1797,2008
1798,2004
1799,2011
1800,2010
1801,2014
1802,2014
1803,2014
1804,2014
1805,2012
1806,2013
1807,-1
1808,2013
1809,2014
1810,2014
1811,2013
1812,2014
1813,2014
1814,2014
1815,2013
1816,2014
1817,2013
1818,2014
1819,2014
1820,2014
1821,2014
1822,2015
1823,2014
1824,2014
1825,2013
1826,2014
1827,2013
1828,2012
1829,2011
1830,2014
1831,2011
1832,2013
1833,2013
1834,2013
1835,2010
1836,2011
1837,2013
1838,2011
1839,2009
1840,2011
1841,2012
1842,2013
1843,2013
1844,2012
1845,2013
1846,2012
1847,2010
1848,2012
1849,2012
1850,2013
1851,2013
1852,2013
1853,2007
1854,2012
1855,2013
1856,2011
1857,2012
1858,2012
1859,2012
1860,2009
1861,2009
1862,2009
1863,2008
1864,2008
1865,2008
1866,2009
1867,2009
1868,2008
1869,2009
1870,2007
1871,2009
1872,2009
1873,2009
1874,2008
1875,2008
1876,2006
1877,2008
1878,-1
1879,2009
1880,2009
1881,2007
1882,2008
1883,2009
1884,2007
1885,2004
1886,2008
1887,2008
1888,2009
1889,2005
1890,2003
1891,2006
1892,2003
1893,2005
1894,2005
1895,2005
1896,2005
1897,2006
1898,2003
1899,2006
1900,2006
1901,2005
1902,2005
1903,2005
1904,2003
1905,2004
1906,2004
1907,2001
1908,2004
1909,2005
1910,2006
1911,2012
1912,2010
1913,2011
1914,2010
1915,2010
1916,2011
1917,2012
1918,2011
1919,2011
1920,2011
1921,2011
1922,2012
1923,2010
1924,2011
1925,2009
1926,2010
1927,2011
1928,2011
1929,2011
1930,2011
1931,2010
1932,2008
1933,2011
1934,2009
1935,2011
1936,2009
1937,2010
1938,2010
1939,2011
1940,2011
1941,2012
1942,2010
1943,2012
1944,2011
1945,2010
1946,2010
1947,2010
1948,2011
1949,2011
1950,2009
1951,2012
1952,2012
1953,2010
1954,2010
1955,2010
1956,2011
1957,2011
1958,2008
1959,2010
1960,2011
1961,2011
1962,2011
1963,2009
1964,2011
1965,2010
1966,2009
1967,2007
1968,2010
1969,2010
1970,2011
1971,2011
1972,2011
1973,2011
1974,2010
1975,2010
1976,2010
1977,2010
1978,2011
1979,2010
1980,2010
1981,2010
1982,2010
1983,2007
1984,2009
1985,2011
1986,2011
1987,2013
1988,2012
1989,2013
1990,2012
1991,2010
1992,2011
1993,2012
1994,2012
1995,2013
1996,2013
1997,2013
1998,2013
1999,2013
2000,2013
2001,2012
2002,2012
2003,2013
2004,2013
2005,-1
2006,2014
2007,2013
2008,2012
2009,2013
2010,2013
2011,2012
2012,2013
2013,2013
2014,2013
2015,2013
2016,2013
2017,2013
2018,2012
2019,2011
2020,2010
2021,2010
2022,2012
2023,2011
2024,2011
2025,2010
2026,2012
2027,2010
2028,2013
2029,2012
2030,2008
2031,2012
2032,2010
2033,2012
2034,2010
2035,2009
2036,2013
2037,2012
2038,2010
2039,2006
2040,1995
2041,2002
2042,2008
2043,2006
2044,2006
2045,2006
2046,2006
2047,2006
2048,2008
2049,2006
2050,2008
2051,2008
2052,2007
2053,2007
2054,2006
2055,2006
2056,2007
2057,2006
2058,2006
2059,2004
2060,2006
2061,2006
2062,2008
2063,-1
2064,2007
2065,2008
2066,2007
2067,2006
2068,2005
2069,2005
2070,2007
2071,2005
2072,2004
2073,2007
2074,2005
2075,2006
2076,2006
2077,2006
2078,2008
2079,2005
2080,2007
2081,2007
2082,2005
2083,2007
2084,2007
2085,2007
2086,2007
2087,2008
2088,2007
2089,-1
2090,2007
2091,2006
2092,2007
2093,2006
2094,2006
2095,2005
2096,2006
2097,2006
2098,2006
2099,2005
2100,2005
2101,2004
2102,2006
2103,2006
2104,2005
2105,2006
2106,2007
2107,2005
2108,2007
2109,2006
2110,2006
2111,2006
2112,2005
2113,2009
2114,2009
2115,2007
2116,2008
2117,2010
2118,2009
2119,2010
2120,2010
2121,2009
2122,2006
2123,2008
2124,2009
2125,2008
2126,2010
2127,2010
2128,2009
2129,2009
2130,2010
2131,2010
2132,2010
2133,2009
2134,2015
2135,1872
2136,2014
2137,2014
2138,2015
2139,2015
2140,2015
2141,2014
2142,2012
2143,2015
2144,2011
2145,2015
2146,2012
2147,2015
2148,2015
2149,2013
2150,-1
2151,2015
2152,2015
2153,2015
2154,2013
2155,2015
2156,2015
2157,2014
2158,2015
2159,2014
2160,2014
2161,2015
2162,2015
2163,2012
2164,2016
2165,2016
2166,2012
2167,2016
2168,2015
2169,2015
2170,2016
2171,2013
2172,2016
2173,2013
2174,2015
2175,2016
2176,2016
2177,2014
2178,2016
2179,-1
2180,2015
2181,2011
2182,2014
2183,2015
2184,2014
2185,2015
2186,2015
2187,2015
2188,2016
2189,2015
2190,2015
2191,2014
2192,2014
2193,2016
2194,2013
2195,2014
2196,2012
2197,2012
2198,2010
2199,2014
2200,2012
2201,2012
2202,2013
2203,2013
2204,2014
2205,2014
2206,2013
2207,2014
2208,2012
2209,2011
2210,2012
2211,2014
2212,2014
2213,2011
2214,2012
2215,2012
2216,2014
2217,2014
2218,2012
2219,2013
2220,2013
2221,2014
2222,2013
2223,2012
2224,2006
2225,2006
2226,2007
2227,2009
2228,2007
2229,2009
2230,2007
2231,2009
2232,2006
2233,2009
2234,2006
2235,2009
2236,2007
2237,2006
2238,2009
2239,2006
2240,2007
2241,2009
2242,2009
2243,2006
2244,2009
2245,2009
2246,2010
2247,2007
2248,2007
2249,2006
2250,2009
2251,2007
2252,2006
2253,2007
2254,2007
2255,2007
2256,2006
2257,2007
2258,2008
2259,2008
2260,2006
2261,2008
2262,1637
2263,2004
2264,2008
2265,2008
2266,2006
2267,2007
2268,2006
2269,2006
2270,2007
2271,2005
2272,2011
2273,2012
2274,2012
2275,2010
2276,2011
2277,2009
2278,2011
2279,2010
2280,2010
2281,2012
2282,2010
2283,2011
2284,2011
2285,2008
2286,2010
2287,2011
2288,-1
2289,2011
2290,2010
2291,2011
2292,2011
2293,2006
2294,2007
2295,2004
2296,2007
2297,2006
2298,2007
2299,2006
2300,2007
2301,2006
2302,2005
2303,2006
2304,2006
2305,2004
2306,2005
2307,2004
2308,2005
2309,2004
2310,2007
2311,2007
2312,2006
2313,2005
2314,2004
2315,2004
2316,2005
2317,2005
2318,2004
2319,2014
2320,2013
2321,2012
2322,2013
2323,2013
2324,-1
2325,2013
2326,2014
2327,2013
2328,2013
2329,2013
2330,2013
2331,2012
2332,2014
2333,2012
2334,2013
2335,2014
2336,2012
2337,2013
2338,2012
2339,2012
2340,2013
2341,2014
2342,2013
2343,2012
2344,2014
2345,2014
2346,2014
2347,2012
2348,2013
2349,2011
2350,2000
2351,2010
2352,2008
2353,2011
2354,2010
2355,2009
2356,2009
2357,2012
2358,2012
2359,2011
2360,2011
2361,2011
2362,2008
2363,2009
2364,2010
2365,2011
2366,2010
2367,2010
2368,2012
2369,2007
2370,2012
2371,2011
2372,2012
2373,2010
2374,2011
2375,2010
2376,2009
2377,2012
2378,2010
2379,2013
2380,-1
2381,2016
2382,2015
2383,2013
2384,2014
2385,2013
2386,2015
2387,2016
2388,2016
2389,2016
2390,2016
2391,2015
2392,2015
2393,2015
2394,2016
2395,2013
2396,2015
2397,2016
2398,2016
2399,2013
2400,2015
2401,2016
2402,2014
2403,2016
2404,2015
2405,2015
2406,2011
2407,2016
2408,2009
2409,2010
2410,2011
2411,2008
2412,2011
2413,2008
2414,2009
2415,2011
2416,2010
2417,2011
2418,2010
2419,2011
2420,2011
2421,2011
2422,2011
2423,2010
2424,2011
2425,2012
2426,2011
2427,2011
2428,2011
2429,2010
2430,2011
2431,2009
2432,2012
2433,2012
2434,2013
2435,2012
2436,2012
2437,2012
2438,2010
2439,2011
2440,2012
2441,2010
2442,2012
2443,2013
2444,2010
2445,2012
2446,2012
2447,2010
2448,2012
2449,2011
2450,2013
2451,2011
2452,2012
2453,2010
2454,2011
2455,2012
2456,2012
2457,2011
2458,2012
2459,2012
2460,2012
2461,2012
2462,2009
2463,-1
2464,2004
2465,2012
2466,2011
2467,2013
2468,2011
2469,2011
2470,2010
2471,2012
2472,2013
2473,2013
2474,2010
2475,2014
2476,2012
2477,2013
2478,2014
2479,2013
2480,2013
2481,2014
2482,2012
2483,2014
2484,2013
2485,2014
2486,2012
2487,2013
2488,2013
2489,2012
2490,2013
2491,2010
2492,2012
2493,2014
2494,2013
2495,2012
2496,2013
